LinAccX,LinAccY,LinAccZ,LinAccRes,rotvelx,rotvely,rotvelz,RotVelRes,rotaccx,rotaccy,rotaccz,RotAccRes,t(ms)
6.716335695325021,10.124579216968852,-8.675459112516846,14.929161406653964,5.161858124918742,4.009069007113371,1.774815272642157,6.772546261015164,2276.0799602417796,158.69598866992226,1584.218182776409,2777.673784459495,15
9.967172846785491,7.155883840418178,-9.28054404750757,15.384398132945735,7.215521880625926,3.9851528113991863,3.5020700508861142,8.955986466119063,1956.6926686976806,-178.98358754467122,1817.3725613408342,2676.476106947371,16
11.020369632314528,4.033311692445076,-8.681257149921572,14.597272887232014,8.704549609532041,3.5918252810800837,5.338084131005379,10.824302977296131,1572.7830825079755,-336.9558656292674,1861.6045480897278,2460.235227264584,17
10.045740995176732,1.899728134827985,-7.31486249280074,12.571121366728368,9.961665317162483,3.155400733978596,7.139925473617943,12.655823381035663,1308.2401317999856,-293.55654350493336,1765.0960888834516,2216.5811263471196,18
8.17913065871635,0.6064621739998082,-5.634814695864238,9.95073421198526,11.256613091189998,2.945929263490086,8.815534631111587,14.598064540978198,1131.1469896382232,-156.5131315446797,1589.575337161932,1957.227535323118,19
6.720113971697866,-0.8647107392721888,-3.9582457080739046,7.846997230833398,12.475844027286445,2.952202494624948,10.306704274643232,16.449630292726876,875.2814648346518,-84.41521999184205,1379.0619076640546,1635.5596342595968,20
6.295923312829622,-3.329272860739895,-2.400672042571096,7.515712501038954,13.255825515553715,2.93312801064047,11.576586133252718,17.842014923383168,418.3938007095893,-170.44782071880195,1150.629779170004,1236.1451050636476,21
6.592314118804926,-6.660322478486298,-0.9295549549708703,9.417142526941786,13.321496499697057,2.6559804564885137,12.604310335263802,18.530654068443663,-206.25054028188737,-381.51817677256037,904.0656633118607,1002.7113882638133,22
6.779497699572564,-9.940357203841268,0.5018755244213944,12.0425981183664,12.667755527688904,2.07656163914716,13.378341564973805,18.540878117812436,-842.7289204162562,-597.9465044030771,639.1900362329648,1215.029200411787,23
6.242446538235502,-12.225388401358908,1.8519067904778839,13.851274999343108,11.489714553973316,1.3313293036566265,13.89028857487325,18.075566241194643,-1333.882537324586,-713.6994637741193,369.6571440948893,1557.3233293543544,24
5.042920254277897,-13.195407753102648,2.9717642640622186,14.435415245250308,10.013666256567353,0.598523887504527,14.142326748480968,17.338891216067694,-1617.6169237016086,-712.0062950005555,125.73331005192362,1771.8482839179226,25
3.798643730038737,-13.208634232819824,3.6616234666499543,14.22340321075459,8.390927142587167,-0.03645420219370671,14.168007849003859,16.466372813418825,-1732.2815209399485,-660.8757523057232,-56.06095873328354,1854.9120892564617,26
3.140734642793045,-12.855225957373094,3.7781793758562396,13.762110590592735,6.691740567629245,-0.6182870571970333,14.04305852991881,15.568210031480104,-1752.759418127758,-643.8677295642761,-151.46395947913814,1873.4120107522826,27
3.217678860861924,-12.469715935743743,3.3397485874345727,13.304179546182109,4.952848689821466,-1.254584957266456,13.866085894610007,14.777450104668535,-1725.3261449478691,-690.118527234824,-163.9659453584015,1865.448664346117,28
3.622750413596941,-11.97855975419885,2.549871861703454,12.771533222571056,3.2281935928757672,-2.007969409261916,13.717609650219183,14.234675603518411,-1650.0417790020488,-758.3932319098569,-126.10303516606152,1820.3571468634987,29
3.7475802133054277,-11.111422855040983,1.7045586608704781,11.84962427872859,1.6074267202582384,-2.835222365772761,13.626374691222972,14.010724240737172,-1508.4271890386717,-779.115532998437,-83.81719016499272,1699.8232025001016,30
3.237206107524015,-9.723728047897927,1.0377337275494098,10.300838889205151,0.18819482983581853,-3.6188103882053535,13.566559960295267,14.042177718432658,-1299.7949132040467,-712.5017502415958,-72.95830411836836,1484.0648485252525,31
2.1918265436783635,-7.955418765359281,0.612981251151775,8.274571731761542,-0.9716350441151467,-4.25421359936828,13.486934625091827,14.175324108799188,-1053.4570405731313,-575.3072335630035,-102.94728742924929,1204.7191761203342,32
1.0108493488883492,-6.140114040500831,0.3383451735029712,6.231957500892973,-1.8762827834441818,-4.713717411072611,13.350053588645185,14.281579035057584,-812.5382903343797,-421.1680999325256,-157.52813135167955,928.6636386913415,33
0.06491434131645826,-4.588345465943746,0.08355783469085036,4.589565327816274,-2.5726808931381484,-5.041569865266329,13.152908549298107,14.319047349264507,-609.3741947951638,-298.16067503220046,-210.31416628884378,710.2596327820434,34
-0.526760257891139,-3.4339241157697127,-0.20280569288726835,3.480005941263007,-3.11235475046942,-5.30023576068273,12.918037865829417,14.305766442752805,-454.1478574733781,-220.34322670490965,-243.14689072982907,560.2872695983502,35
-0.8778952570262885,-2.6351744625880587,-0.46850008162213924,2.8167954943633142,-3.527568236077812,-5.520954163696332,12.669988811307745,14.263705304600359,-341.62956893853186,-171.66248892276903,-255.15543124967388,459.6553780523991,36
-1.1551645027822453,-2.078364525943131,-0.6290899243984109,2.459625634962883,-3.8364121543369185,-5.696195421287014,12.419354941737016,14.191725676050915,-264.13041688816924,-131.06725873474667,-258.666360182414,392.2394540682738,37
-1.4218411714854837,-1.669663982813675,-0.6591685978590566,2.289959251349227,-4.063305998550849,-5.809721158580455,12.16212360403711,14.077661955672658,-216.7896579085482,-92.91053196861233,-267.46856622586444,356.6084079851673,38
-1.6264678394116323,-1.3546205785929961,-0.61979700929013,2.205570873337095,-4.24750758550807,-5.869122802073883,11.887675610571911,13.921377610601562,-192.9872540035482,-66.19678433278743,-286.72729839308175,351.9071441554248,39
-1.710493724592281,-1.0931238285463432,-0.6011266972150117,2.117088045526217,-4.4264362462421785,-5.908893771299362,11.587855161075316,13.73996909300042,-179.41974330485488,-57.863758217619804,-310.8288631325307,363.53024765335374,40
-1.712421996192044,-0.8501049562026564,-0.6336533561922199,2.0140963495861683,-4.609710219965568,-5.962349949893125,11.26359245495287,13.55240053379167,-160.2571922054668,-58.86281092969655,-329.1682765240918,370.80851181434076,41
-1.7682718827401054,-0.6194083566588569,-0.647662330069472,1.9824022440915166,-4.77434508625506,-6.03027780228425,10.926111634627075,13.361831342585608,-128.79998497344266,-46.97944140108205,-334.8965911758014,361.8732247965973,42
-2.010754629383538,-0.4424321286838021,-0.5197229282903278,2.1234387889152075,-4.892431495297679,-6.076385695342066,10.590458141303374,13.153560457056383,-95.22723297416809,-3.7808082109476007,-330.4962994062211,343.9626786903646,43
-2.4592075142853838,-0.38186742317569183,-0.1720252284767336,2.4946176072562727,-4.966534440149747,-6.05326932934363,10.264052280371493,12.90965929577404,-80.90231923823528,69.57409097540658,-326.7251363264615,343.70780337479147,44
-2.9974068844476163,-0.4618688986214776,0.3541460084929829,3.0533899694895337,-5.0372584291135105,-5.935750837280269,9.938742345354944,12.624805340729022,-101.73881969394891,151.37192625225822,-335.9841893612976,382.2952039861411,45
-3.4570999130655173,-0.6256399507150467,0.9083075530729962,3.6287722121700865,-5.155671063504554,-5.736329768885574,9.593785130075274,12.309635918844815,-153.6232025143579,213.99869227019872,-364.6832593743567,449.87710356499247,46
-3.7343191513692195,-0.7470461522536271,1.315996422143385,4.029275873029057,-5.3464399469670045,-5.4948535885544665,9.207793363046255,11.981706668197694,-211.84069721489786,242.44431264119524,-409.50441676123285,520.9122700373962,47
-3.8452748980011178,-0.6888610107408548,1.4771999282990902,4.1764564120176395,-5.591479219513641,-5.251771427079683,8.770220788599822,11.65171728395999,-245.07074354755596,242.77573949329494,-459.54736823763653,574.6159697429284,48
-3.889579057359493,-0.3718586768021834,1.4110579464570416,4.154297611777736,-5.842386560318858,-5.023454285223226,8.285114369017545,11.31422528428805,-233.27034967487666,235.51241550070657,-502.4104154359713,601.9114381958212,49
-3.965520788757036,0.18350444166624774,1.2228756830830214,4.153848088513978,-6.047930466865725,-4.797029451992857,7.766555848280528,10.950266857012664,-176.9902675633435,240.4797295862769,-530.1341020215042,608.4391681016101,50
-4.1079240499840575,0.8681925854559996,1.0274815708235037,4.3225590504075395,-6.176209217648683,-4.547099779176363,7.230523908017118,10.540500589932217,-93.55096779675415,264.8949172723858,-541.789165164691,610.2922253005573,51
-4.285172491107663,1.5443996616069462,0.8900679309409707,4.641130736685517,-6.21967490434757,-4.257471162626029,6.689199583191756,10.077490147856059,-5.2966853418353335,302.110384309342,-542.1513605839871,620.6664458195055,52
-4.440265117478547,2.1128825206795225,0.8190762326422641,4.98508903978347,-6.186280340894122,-3.9291372915970078,6.149379095144349,9.566767874687338,70.97441900553257,339.4058870268155,-538.1733261365619,640.2064145777692,53
-4.534722399035655,2.5398721805617788,0.7955005521634452,5.258087015103467,-6.089305133618484,-3.573098321555144,5.612717549864881,9.01938284586999,127.81377677839467,367.2131829968999,-535.5323453784135,661.7981385948259,54
-4.5642279948689,2.8349005412873884,0.8015892200912297,5.432438084866037,-5.943912951896394,-3.200309404639706,5.077002943753844,8.446776921171308,164.84215301994828,383.1415600391127,-536.7014007406664,679.7196363196008,55
-4.544112463632761,3.013937337568298,0.829551882086708,5.515517444628788,-5.7674073042979455,-2.8175898835072526,4.538710672545237,7.861405366369791,184.65513865450754,389.81724583212343,-540.8442565730456,691.7857437441942,56
-4.487227565734063,3.08400226418306,0.8744814794739652,5.514616854334747,-5.577330119123688,-2.4289928483193526,3.995690484012052,7.27819757624752,190.40562497091548,390.3905858313639,-545.0910775786703,696.9816313090298,57
-4.397701155454009,3.0547299609597616,0.9246370721471785,5.433792810022818,-5.387684819777487,-2.038944829970598,3.4489683983337738,6.7141512307684605,185.63645291894437,386.09117753158426,-546.4299878606467,694.343590489204,58
-4.281901097343066,2.956679503844053,0.9608666712354244,5.2914927436187895,-5.2067963828301504,-1.6538813226231077,2.902806243420978,6.186463940606016,174.86522085959137,377.15407914611296,-543.3455386196413,684.139912021433,59
-4.158036855381825,2.8428389112711163,0.9679342163944756,5.129122752812406,-5.03760308804703,-1.2804265092208127,2.3623548335801097,5.709435810827167,163.34229943682212,365.11847214732035,-536.4575474858666,669.1628394815815,60
-4.050877651074243,2.7650374358048966,0.9474616643435769,4.995270300071459,-4.87893352068796,-0.9215723057307442,1.8307091298390308,5.291954623015817,155.58397364000226,353.62450755763723,-527.8900481254929,654.1594363065701,61
-3.9772576656523992,2.741575697205432,0.9189586315135627,4.917245245961554,-4.726506810694655,-0.574363800588232,1.3078768338850524,4.937641361984719,153.53096395156973,346.61318913579896,-519.8008979121569,643.354826860786,62
-3.9355518101713405,2.7460449084516556,0.9062804340398031,4.883715277828914,-4.574008687800431,-0.23134996338769678,0.791990687071518,4.647830411067225,155.72610267160292,345.3697447926494,-512.9803174722689,637.7144233788163,63
-3.9049860723479237,2.730399164630013,0.919000484189764,4.8526856186429965,-4.41639009476611,0.1142276813753314,0.2818815314295394,4.4268506446571765,158.41467317507394,346.957254056522,-506.31015378507965,633.8962980215915,64
-3.8528402915606,2.6620004040301652,0.9422069428596997,4.7768586316220985,-4.254593448971978,0.46269649571722077,-0.22077724783562033,4.285370002268898,158.10314919065007,345.4878387405857,-497.27201275212053,625.8098011122764,65
-3.7458225989652854,2.5420512856887254,0.9440534674157561,4.624332236261844,-4.095684093679329,0.8063935055249261,-0.7115006106905971,4.234516713862839,153.78370852765204,335.4298656798093,-483.10663577563315,607.9100635200433,66
-3.563190614502996,2.393527303404228,0.8978394724009866,4.3853638418750425,-3.9462779281215674,1.1333720712103836,-1.184268851305308,4.273187855682354,147.04476654768433,314.6317506929217,-462.0609719360366,578.0273727944298,67
-3.308242524246957,2.235277453202872,0.8012477501162572,4.072214612357674,-3.806698195156824,1.4329960132466886,-1.632699040510289,4.382936787118238,140.01253712048938,285.0937066828635,-434.3393885656346,538.0823697173698,68
-3.0101411378142022,2.0680056389532995,0.6760811714929728,3.7141193764809626,-3.672685489956823,1.6996481561171561,-2.0517907336073065,4.537319448446257,133.1023932682277,251.28966358928412,-402.51734569924145,492.8315693107618,69
-2.709913486078201,1.8837445295404067,0.5501097675163267,3.3458549446918324,-3.542013201952357,1.9328286066842635,-2.4397510728466507,4.715301606798679,124.8332050724309,217.5228673628594,-371.09629705463055,447.89729693544064,70
-2.4389194430673244,1.6871845796696499,0.43857234134889633,2.997876841073218,-3.418385389461241,2.1346112180185237,-2.7982768153642983,4.906350666063115,113.97176082936753,186.15337053932726,-344.8765092952718,408.1451289595287,71
-2.2066521716922374,1.5035498762880435,0.339708115916139,2.6917239162549995,-3.3081254604556696,2.307204148498173,-3.1320411484271444,5.106521986675769,101.8847588174131,157.53519362027254,-326.37623785780374,376.4562258038415,72
-2.0028547734415048,1.3597455862604577,0.24254708674435782,2.4329332897020404,-3.2127217361296796,2.4522026560947565,-3.448041465193836,5.31261411793237,92.59836036322821,131.14302843238573,-313.5934122236868,352.297854717384,73
-1.8058097655271592,1.2568347108456874,0.1358066514882497,2.204319814874481,-3.1253936312392696,2.5710847042670935,-3.7525307043032896,5.519062292948517,90.15308863644113,106.71237942875855,-300.0565600449424,330.98194896405073,74
-1.5923554109817604,1.16576930350107,0.012857442055146984,1.9735194799353928,-3.0353822241092616,2.6660120897218285,-4.044790568511539,5.7167732552639645,95.405031169779,84.56564221310641,-278.16265986946416,305.98681860674463,75
-1.351056094953936,1.0534933553671395,-0.12447468913288003,1.717758647118279,-2.935037991191085,2.7400517842021315,-4.313103686530874,5.892808770069711,105.05835057936874,65.14319772370592,-244.28390749434865,273.78005898318247,76
-1.0933135552393336,0.9138456607073681,-0.26395807840711916,1.4491798676562329,-2.8233142439505867,2.7963919332653573,-4.540369247723004,6.033727212113139,113.89718743647173,48.36279780829448,-202.00746644687362,236.89353308621475,77
-0.8504829369066766,0.7752863826047622,-0.38847820515326265,1.2146215529542048,-2.7042822331961887,2.8373176421967994,-4.718072679017749,6.133818028275332,118.56111126187037,33.422141015783595,-160.55680557246959,202.36665839353162,78
-0.6539335249724074,0.6808365204204185,-0.4884507406195585,1.0628977131562642,-2.5831988522495637,2.8638801868176342,-4.855132617148235,6.200567616340196,119.92959300942996,19.205557461925746,-129.04789093824266,177.21545889803014,79
-0.5129434766602492,0.6573035630359172,-0.5701455326502625,1.0100618360422629,-2.462751092446935,2.8762286760683047,-4.970889903867206,6.248806348156032,122.1762841319864,4.985047055294264,-110.76876372934035,164.98973942815292,80
-0.4107293526700622,0.6953249676482032,-0.649578116693844,1.036401052424815,-2.340660142796372,2.8743051828729866,-5.079570888245732,6.28827167010774,129.06895937756124,-9.069717869266766,-101.74152381653414,164.5976722968616,81
-0.32185179892896676,0.7510694188809198,-0.735936996142411,1.0996804602897379,-2.2101909076019104,2.8587238950631204,-5.18252696391795,6.317897742761244,140.34099560583124,-21.906696920673234,-94.24467385603123,170.46277296770657,82
-0.23245944061576004,0.7675531834530711,-0.8209372992769823,1.1476555799997323,-2.065183919323229,2.831343728505936,-5.273018419140071,6.331367559869795,151.21220245545666,-32.14496352946899,-82.09696249498455,175.03811042925426,83
-0.1439546356172252,0.706183333839688,-0.8850927764173762,1.141405738979283,-1.9069389495624776,2.7952049329793023,-5.344649485148262,6.3257303842169765,155.8733997171219,-38.87098191984047,-63.74494598538973,172.8319649644315,84
-0.061104868297615036,0.572757112694832,-0.9151330793861804,1.0813200581044553,-1.7461502806794007,2.753954913045637,-5.395089020058361,6.3039903236092645,152.4206053275845,-42.22283548787465,-41.68763459647781,163.56242735821957,85
0.018018874892278765,0.4194510617685857,-0.9173195255496223,1.0088305036158263,-1.5956246015508602,2.7108219617537745,-5.424956421780485,6.270942971804021,145.10710132538935,-43.382900300122444,-19.74476427543278,152.73507327984487,86
0.09898929962495358,0.31649084982092457,-0.9152463942424736,0.9734686957650251,-1.4580141036708099,2.667503094859839,-5.43574644491573,6.228058871029064,141.6895594538675,-43.919048998907556,-0.6188683683031475,148.34148819954848,87
0.18098562914402877,0.30845584743137866,-0.9329496756290045,0.9991475892116913,-1.3208383799303693,2.6238916937966805,-5.429151445049763,6.172933424228567,147.79477551460562,-44.842439633320055,14.948859216617707,155.16961188827818,88
0.25274337457172324,0.3835065852726202,-0.976999664483641,1.0795762403547584,-1.1667363032247466,2.5790174177530925,-5.407469253074409,6.103550455700476,162.88658847176367,-46.006966284510185,27.68545595584675,171.5085016031476,89
0.2997115507150778,0.47985871450758605,-1.0328432858139065,1.1776487815014187,-0.9891225551173163,2.5325855549629623,-5.37353232818352,6.022225726779284,180.93727411903498,-46.31083144752029,38.83031091619167,190.76368449166512,90
0.31600194916720764,0.5283651731573177,-1.0770395080691308,1.240580948598209,-0.7958867281054638,2.486067932006677,-5.329495842733234,5.934433029720464,194.72657628195117,-44.6024650227893,49.3150109916272,205.76634735958163,91
0.3097925051652313,0.4983693441966196,-1.0923544039252253,1.239992557746357,-0.5992906466145382,2.4423747596648844,-5.275861888959695,5.844575469368595,199.97179638737427,-40.624224460888954,59.28407117676947,212.49387769706314,92
0.29728724166106824,0.41177682061415655,-1.0732817514074577,1.1873809716993993,-0.40565758167149474,2.404240619682907,-5.21241756471432,5.7544963202562895,196.641300853266,-35.234726754254915,68.04991420514457,211.04520367456638,93
0.2907109141515306,0.32139776910302753,-1.0236415575169493,1.1115985785646487,-0.21486808551630276,2.372720003526208,-5.140359169431716,5.665620963324988,187.92305883627031,-29.69843957520593,74.52400239701248,204.33037045151264,94
0.28949214742642065,0.276660059866714,-0.9559070005013406,1.036390218862801,-0.02698751809549721,2.3469284709485914,-5.063101328748089,5.5806627419198795,178.70617875530797,-24.634100545747412,77.93184717106847,196.50982173549713,95
0.28161871888419565,0.29984280608111846,-0.8918894770184763,0.9821820861738755,0.15428326946501938,2.325257847545422,-4.984730890268918,5.502560261660888,174.09635309447933,-19.578451274632148,78.38236048585124,191.92876373916627,96
0.2561302559008028,0.3787455985235723,-0.8538677028502821,0.9685767859904589,0.32728366685966837,2.3074158884445692,-4.90763905645593,5.432881720532042,177.11240689821892,-13.638477234975975,76.9438527949213,193.58504389930474,97
0.2173036534312582,0.46926693036662165,-0.845879737514572,0.9914357569040998,0.4995243394554116,2.29534438956659,-4.831756597714269,5.37252289450483,185.86137091647612,-6.704253333397414,75.23782362514436,200.62434128379988,98
0.18635579054055335,0.5073985003844571,-0.8440848331492694,1.0023277529895203,0.6836523074891463,2.29142531949975,-4.75614568087225,5.323432371136081,192.82632583215198,-0.08017086307000493,74.82714870464248,206.83592662920339,99
0.185989142794153,0.4379874021793494,-0.8125836862443633,0.941656610902083,0.882279853896263,2.2953036028491085,-4.680392577741751,5.287051262435742,188.53702877870634,4.157708828567354,76.66499544252457,203.57067394300242,100
0.21922819264643595,0.2510466749452012,-0.734133184693921,0.8062487000429229,1.076145746305759,2.30242735414328,-4.603174137404858,5.25818157994493,167.74655443448165,4.571945954103905,80.78863633107373,186.24342397701523,101
0.2633976728856856,-0.008399998982335706,-0.6245885888108843,0.6779084004032329,1.2309761960811523,2.3060004502796447,-4.520631034064292,5.221977156035205,132.66521850927637,1.2624623692368204,86.4389021277689,158.3456277085092,102
0.2901999423471957,-0.2777924931336744,-0.5140358643433593,0.6523937044538082,1.3239638369257754,2.301454821780839,-4.4291129154742785,5.163972865556766,89.99751385314264,-4.493648944739381,92.63826248963689,129.23464341144762,103
0.2944166532638557,-0.5299918119061993,-0.4152238836140354,0.734835600614333,1.3691257577704623,2.2902045893928196,-4.330225643694794,5.086294970524071,45.162434651455,-11.27735738314723,98.84146554922877,109.25410566708031,104
